Tytuł,Cena,Sklep,Procesor:,RAM:,Dysk SSD:,Karta graficzna:,Ekran:,System operacyjny:,Dysk HDD:
"Laptop LENOVO Legion 7 16IRX9 16"" IPS 165Hz i7-14700HX 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3","8 999
00
zł",ediaexpert,Intel Core i7-14700HX,"32GB, DDR5, 5600MHz",1000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"16"", 3200 x 2000px, Matryca IPS, 165Hz",Brak,
"Laptop ACER Nitro V 16 ANV16-41-EP 16"" IPS 165Hz R5-8645HS 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home","4 156
97
zł",ediaexpert,AMD Ryzen 5 8645HS,"16GB, DDR5, 5600MHz",512GB PCIe NVMe 4.0,NVIDIA GeForce RTX 3050 + AMD Radeon 760M,"16"", 1920 x 1200px, Matryca IPS, 165Hz",Windows 11 Home,
"Laptop ACER Nitro V 16 ANV16-41-EP 16"" IPS 165Hz R7-8845HS 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home","4 999
00
zł",ediaexpert,AMD Ryzen 7 8845HS,"16GB, DDR5, 5600MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4050 + AMD Radeon 780M,"16"", 1920 x 1200px, Matryca IPS, 165Hz",Windows 11 Home,
"Laptop ASUS ROG Zephyrus G14 GA403UI-QS041W 14"" OLED R9-8945HS 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home","11 599
00
zł",ediaexpert,AMD Ryzen 9 8945HS,"32GB, LPDDR5X, 6400MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4070 + AMD Radeon 780M,"14"", 2880 x 1800px, Matryca OLED, 120Hz",Windows 11 Home,
"Laptop ASUS Vivobook S 16 S5606MA-MX131W 16"" OLED Ultra 7-155H 32GB RAM 1TB SSD Windows 11 Home","5 999
00
zł",ediaexpert,Intel Core Ultra 7-155H,"32GB, LPDDR5X",1000GB PCIe NVMe 4.0 x4,Intel Arc Graphics,"16"", 3200 x 2000px, Matryca OLED, 120Hz",Windows 11 Home,
"Laptop ASUS Vivobook S 16 S5606MA-MX119W 16"" OLED Ultra 7-155H 32GB RAM 1TB SSD Windows 11 Home","5 999
00
zł",ediaexpert,Intel Core Ultra 7-155H,"32GB, LPDDR5X",1000GB PCIe NVMe 4.0 x4,Intel Arc Graphics,"16"", 3200 x 2000px, Matryca OLED, 120Hz",Windows 11 Home,
"Laptop ASUS TUF Gaming A15 FA507NV-TT902W 15.6"" IPS 144Hz R7-7735HS 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home","5 005
73
zł",ediaexpert,AMD Ryzen 7 7735HS,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4060 + AMD Radeon 680M,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop ASUS VivoBook S 16 M5606UA-MX023W 16"" OLED R9-8945HS 32GB RAM 1TB SSD Windows 11 Home","5 899
00
zł",ediaexpert,AMD Ryzen 9 8945HS,"32GB, LPDDR5X",1000GB PCIe NVMe 4.0,AMD Radeon 780M,"16"", 3200 x 2000px, Matryca OLED, 120Hz",Windows 11 Home,
"Laptop MSI Modern 15 H C13M-231PL 15.6"" IPS i5-13420H 16GB RAM 512GB SSD Windows 11 Home","2 899
99
zł",ediaexpert,Intel Core i5-13420H,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 4.0,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED",Windows 11 Home,
"Laptop MSI Prestige 16 AI Studio B1VFG-207PL 16"" IPS Ultra 7-155H 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home","8 399
99
zł",ediaexpert,Intel Core Ultra 7-155H,"32GB, LPDDR5, 6400MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4060 + Intel Arc Graphics,"16"", 2560 x 1600px, Matryca IPS, LED",Windows 11 Home,
"Laptop LENOVO Legion Slim 5 16ARP9 83EX0017PB 16"" IPS 165Hz R7-7435HS 16GB RAM 512GB SSD GeForce RTX4070 DLSS 3 Windows 11 Home","6 754
82
zł",ediaexpert,AMD Ryzen 7 7435HS,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4070,"16"", 2560 x 1600px, Matryca IPS, 165Hz",Windows 11 Home,
"Laptop LENOVO Legion 5 16IRX9 16"" IPS 240Hz i7-14650HX 16GB RAM 512GB SSD GeForce RTX4070 DLSS 3 Windows 11 Home","7 399
00
zł",ediaexpert,Intel Core i7-14650HX,"16GB, DDR5, 5600MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca IPS, 240Hz",Windows 11 Home,
"Laptop LENOVO Legion 5 16IRX9 16"" IPS 240Hz i7-14650HX 32GB RAM 512GB SSD GeForce RTX4070 DLSS 3 Windows 11 Home","8 599
00
zł",ediaexpert,Intel Core i7-14650HX,"32GB, DDR5, 5600MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca IPS, 240Hz",Windows 11 Home,
"Laptop LENOVO Legion 5 16IRX9 16"" IPS 165Hz i5-13450HX 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3","5 099
00
zł",ediaexpert,Intel Core i5-13450HX,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca IPS, 165Hz",Brak,
"Laptop HP Omen 17-DB0011NW 17.3"" IPS 144Hz R5-8645HS 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home","4 199
00
zł",ediaexpert,AMD Ryzen 5 8645HS,"16GB, DDR5, 5600MHz",512GB PCIe NVMe,NVIDIA GeForce RTX 4050 + AMD Radeon 760M,"17.3"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Windows 11 Home,
"Laptop DELL Inspiron 3520-2048 15.6"" IPS i5-1235U 16GB RAM 512GB SSD Windows 11 Home","2 899
98
zł",ediaexpert,Intel Core i5-1235U,"16GB, DDR4, 2666MHz",512GB PCIe NVMe,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 120Hz",Windows 11 Home,
"Laptop DELL Inspiron 5440-7432 14"" Core 7 150U 16GB RAM 512GB SSD Windows 11 Professional","4 199
00
zł",ediaexpert,Intel Core 7 150U,"16GB, DDR5, 5200MHz",512GB PCIe NVMe 4.0 x4,Intel Graphics,"14"", 1920 x 1200px, Matryca WVA, LED, 60Hz",Windows 11 Professional,
"Laptop LENOVO LOQ 15AHP9 15.6"" IPS 144Hz R5-8645HS 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home","5 699
98
zł",ediaexpert,AMD Ryzen 5 8645HS,"16GB, DDR5, 5600MHz",1000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4060 + AMD Radeon 760M,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
Laptop DREAMMACHINES RG4060-17PL41 17.3” 144Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3,"7 399
99
zł",ediaexpert,Intel Core i9-14900HX,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop ACER Aspire 7 A715-76G-50M6 15.6"" IPS i5-12450H 16GB RAM 1TB SSD GeForce RTX2050","2 699
00
zł",ediaexpert,Intel Core i5-12450H,"16GB, DDR4",1000GB PCIe NVMe,NVIDIA GeForce RTX 2050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Brak,
"Laptop ASUS VivoBook 16X K3605ZF-MB395W 16"" IPS i5-12500H 16GB RAM 512GB SSD GeForce RTX2050 Windows 11 Home","2 999
99
zł",ediaexpert,Intel Core i5-12500H,"16GB, DDR4",512GB PCIe NVMe 3.0,NVIDIA GeForce RTX 2050 + Intel Iris Xe Graphics,"16"", 1920 x 1200px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop ASUS VivoBook S 16 M5606UA-MX040W 16"" OLED R7-8845HS 32GB RAM 1TB SSD Windows 11 Home","5 499
00
zł",ediaexpert,AMD Ryzen 7 8845HS,"32GB, LPDDR5X",1000GB PCIe NVMe 4.0,AMD Radeon 780M,"16"", 3200 x 2000px, Matryca OLED, 120Hz",Windows 11 Home,
"Laptop APPLE MacBook Air 2024 15.3"" M3 8GB RAM 512GB SSD macOS Srebrny","6 299
00
zł",ediaexpert,Apple M3,8GB,512GB,Apple M3 (10 rdzeni),"15.3"", 2880 x 1864px, Matryca IPS,Matryca Liquid Retina, LED, 60Hz",macOS Sonoma,
"Laptop ASUS ExpertBook B5402CVA-KC0772X 14"" i7-1360P 16GB RAM 512GB SSD Windows 11 Professional","5 499
99
zł",ediaexpert,Intel Core i7-1360P,"16GB, DDR5",512GB PCIe NVMe 4.0,Intel Iris Xe Graphics,"14"", 1920 x 1080px, 60Hz",Windows 11 Professional,
"Laptop ASUS ROG Strix Scar 17 G733PY-LL022X 17.3"" IPS 240Hz R9-7945HX 32GB RAM 2TB SSD GeForce RTX4090 DLSS 3 Windows 11 Professional","17 399
98
zł",ediaexpert,AMD Ryzen 9 7945HX,"32GB, DDR5, 4800MHz",2000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4090 + AMD Radeon 610M,"17.3"", 2560 x 1440px, Matryca IPS, 240Hz",Windows 11 Professional,
"Laptop ASUS ROG Strix Scar 16 G634JY-NM035X 16"" 240Hz i9-13980HX 32GB RAM 2 x 1TB SSD GeForce RTX4090 DLSS 3 Windows 11 Professional","16 499
98
zł",ediaexpert,Intel Core i9-13980HX,"32GB, DDR5, 4800MHz",1000 (x2)GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,"16"", 2560 x 1600px, Mini LED, 240Hz",Windows 11 Professional,
"Laptop ASUS ROG Zephyrus G16 GU605MY-QR045W 16"" OLED 240Hz Ultra 9-185H 32GB RAM 1TB SSD GeForce RTX4090 DLSS 3 Windows 11 Home","15 699
99
zł",ediaexpert,Intel Core Ultra 9-185H,"32GB, LPDDR5X",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4090 + Intel Arc Graphics,"16"", 2560 x 1600px, 240Hz",Windows 11 Home,
"Laptop MSI Creator Z17 HX Studio A14VGT-238PL 17"" IPS 165Hz i9-14900HX 64GB RAM 2TB SSD GeForce RTX4070 Windows 1 Professional","15 399
00
zł",ediaexpert,Intel Core i9-14900HX,"64GB, DDR5, 5600MHz",2000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"17"", 2560 x 1600px, Matryca IPS, LED, 165Hz",Windows 11 Professional,
"Laptop ACER Chromebook Plus 514 Google AI laptop CB514-3H 14"" IPS R5-7520C 8GB RAM 512GB SSD Chrome OS","2 449
00
zł",ediaexpert,AMD Ryzen 5 7520C,"8GB, LPDDR5X",512GB PCIe NVMe,AMD Radeon 610M,"14"", 1920 x 1200px, Matryca IPS, 60Hz",Chrome OS,
"Laptop MSI Prestige AI Evo B1MG-009PL 16"" IPS Ultra 7-155H 32GB RAM 1TB SSD Windows 11 Home","5 499
00
zł",ediaexpert,Intel Core Ultra 7-155H,"32GB, LPDDR5, 6400MHz",1000GB PCIe NVMe 4.0,Intel Arc Graphics,"16"", 2560 x 1600px, Matryca IPS",Windows 11 Home,
"Laptop DELL Inspiron 14 Plus 7430-3314 14"" i7-13620H 16GB RAM 1TB SSD Windows 11 Home","4 949
00
zł",ediaexpert,Intel Core i7-13620H,"16GB, LPDDR5, 4800MHz",1000GB PCIe NVMe,Intel UHD Graphics,"14"", 2560 x 1600px, Matryca WVA, LED, 90Hz",Windows 11 Home,
"Laptop HP 255 G9 15.6"" IPS R5-5625U IPS 8GB RAM 512GB SSD Windows 11 Home","2 399
98
zł",ediaexpert,AMD Ryzen 5 5625U,"8GB, DDR4, 3200MHz",512GB PCIe NVMe,AMD Radeon Graphics,"15.6"", 1920 x 1080px, Matryca IPS",Windows 11 Home,
"Laptop ACER Nitro AN16-41 16"" IPS 165Hz R7-7840HS 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3","5 539
97
zł",ediaexpert,AMD Ryzen 7 7840HS,"16GB, DDR5, 5600MHz",512GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4050 + AMD Radeon 780M,"16"", 2560 x 1600px, Matryca IPS, 165Hz",Brak,
"Laptop APPLE MacBook Air 2023 15.3"" Retina M2 8GB RAM 512GB SSD macOS Gwiezdna szarość","5 499
00
zł",ediaexpert,Apple M2,8GB,512GB,Apple M2 (10 rdzeni),"15.3"", 2880 x 1864px, Matryca Liquid Retina, LED",macOS Ventura,
"Laptop DELL XPS 9530-6244 15.6"" i7-13700H 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Professional","9 799
00
zł",ediaexpert,Intel Core i7-13700H,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,"15.6"", 1920 x 1200px, Matryca WVA, 60Hz",Windows 11 Professional,
"Laptop ACER Chromebook 315 CB315-4H-P1KK 15.6"" IPS Pentium N6000 8GB RAM 128GB eMMC Chrome OS","2 099
99
zł",ediaexpert,Intel Pentium Silver N6000,"8GB, LPDDR4X",128GB eMMC,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Chrome OS,
"Laptop LENOVO Legion 5 15ARH7H 15.6"" IPS 165Hz R7-6800H 16GB RAM 512GB SSD GeForce RTX3070Ti","5 779
97
zł",ediaexpert,AMD Ryzen 7 6800H,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 3070 Ti + AMD Radeon 680M,"15.6"", 2560 x 1440px, Matryca IPS, LED, 165Hz",Brak,
"Laptop DELL Inspiron Plus 7620-5828 16"" i5-12500H 16GB RAM 512GB SSD Windows 11 Home","3 999
00
zł",ediaexpert,Intel Core i5-12500H,"16GB, DDR5",512GB PCIe NVMe,Intel Iris Xe Graphics,"16"", 3072 x 1920px, Matryca WVA, 60Hz",Windows 11 Home,
Laptop DELL Inspiron 5420-9966 14'' i5-1235U 8GB RAM 512GB SSD Windows 11 Home,"2 969
97
zł",ediaexpert,Intel Core i5-1235U,"8GB, DDR4",512GB PCIe NVMe 4.0,Intel Iris Xe Graphics,"14"", 1920 x 1200px, Matryca WVA, 60Hz",Windows 11 Home,
"Laptop HP Victus 16-D1193NW 16.1"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD Geforce RTX3050Ti","4 539
28
zł",ediaexpert,Intel Core i5-12500H,"16GB, DDR5, 4800MHz",512GB PCIe NVMe,NVIDIA GeForce RTX 3050 Ti + Intel Iris Xe Graphics,"16.1"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Brak,
"Laptop DREAMMACHINES RG3050-15PL37 15.6"" 144Hz i7-12700H 16GB RAM 500GB SSD GeForce RTX3050","3 998
99
zł",ediaexpert,Intel Core i7-12700H,"16GB, DDR4, 3200MHz",500GB PCIe NVMe,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop HP Victus 16-D1193NW 16.1"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD Geforce RTX3050Ti","4 539
28
zł",ediaexpert,Intel Core i5-12500H,"16GB, DDR5, 4800MHz",512GB PCIe NVMe,NVIDIA GeForce RTX 3050 Ti + Intel Iris Xe Graphics,"16.1"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Brak,
"Laptop DREAMMACHINES RG3050-15PL37 15.6"" 144Hz i7-12700H 16GB RAM 500GB SSD GeForce RTX3050","3 998
99
zł",ediaexpert,Intel Core i7-12700H,"16GB, DDR4, 3200MHz",500GB PCIe NVMe,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop APPLE MacBook Air 2024 15.3"" Retina M3 24GB RAM 512GB SSD macOS Srebrny","8 699
00
zł",ediaexpert,Apple M3,24GB,512GB,Apple M3 (10 rdzeni),"15.3"", 2880 x 1864px, Matryca IPS,Matryca Liquid Retina, LED, 60Hz",macOS Sequoia,
"Laptop APPLE MacBook Pro 2024 14"" Retina M4 Max 36GB RAM 1TB SSD macOS Srebrny","16 499
00
zł",ediaexpert,Apple M4 Max,36GB,1000GB,Apple M4 Max (32 rdzeni),"14.2"", 3024 x 1964px, Matryca Liquid Retina XDR, 120Hz",macOS Sequoia,
"Laptop LENOVO Legion Pro 5 16IRX9 16"" IPS 240Hz i7-14650HX 32GB RAM 512GB SSD GeForce RTX4070 DLSS 3","8 099
98
zł",ediaexpert,Intel Core i7-14650HX,"32GB, DDR5, 5600MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca IPS, 240Hz",Brak,
"Laptop DELL Inspiron 3520-2055 15.6"" i5-1235U 16GB RAM 1TB SSD Windows 11 Home","2 998
99
zł",ediaexpert,Intel Core i5-1235U,"16GB, DDR4, 2666MHz",1000GB PCIe NVMe,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca WVA, LED, 120Hz",Windows 11 Home,
"Laptop ACER Extensa EX215-56 15.6"" IPS Core 3 100U 16GB RAM 512GB SSD Windows 11 Professional","2 598
00
zł",ediaexpert,Intel Core 3 100U,"16GB, LPDDR5, 4800MHz",512GB PCIe NVMe,Intel Graphics,"15.6"", 1920 x 1080px, Matryca IPS",Windows 11 Professional,
"Laptop LENOVO ThinkPad P14s Gen 5 21ME000WPB 14"" OLED Ryzen 7 Pro 8840HS 64GB RAM 2TB SSD Windows 11 Professional","12 499
00
zł",ediaexpert,AMD Ryzen 7 Pro 8840HS,"64GB, DDR5, 5600MHz",2000GB PCIe NVMe 4.0 x4,AMD Radeon 780M,"14"", 2880 x 1800px, Matryca OLED, 120Hz",Windows 11 Professional,
"Laptop ASUS Vivobook 15 X1504VA-BQ1034W 15.6"" IPS i3-1315U 8GB RAM 512GB SSD Windows 11 Home","1 985
86
zł",ediaexpert,Intel Core i3-1315U,"8GB, DDR4",512GB PCIe NVMe 3.0,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop MSI Prestige 16 AI Evo B1M B1MG-060PL 16"" IPS Ultra 7-155H 32GB RAM 1TB SSD Windows 11 Home","5 899
00
zł",ediaexpert,Intel Core Ultra 7-155H,"32GB, LPDDR5, 6400MHz",1000GB PCIe NVMe 4.0,Intel Arc Graphics,"16"", 2560 x 1600px, Matryca IPS",Windows 11 Home,
"Laptop ASUS TUF Gaming A14 FA401UU-R7161W 14"" IPS 165Hz R7-8845HS 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home","5 363
29
zł",ediaexpert,AMD Ryzen 7 8845HS,"16GB, LPDDR5X, 7500MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4050 + AMD Radeon 780M,"14"", 2560 x 1600px, Matryca IPS, 165Hz",Windows 11 Home,
"Laptop ASUS VivoBook S M5406WA-PP062W 14"" OLED Ryzen AI 9 365 32GB RAM 1TB SSD Windows 11 Home","5 999
98
zł",ediaexpert,AMD Ryzen AI 9 365,"32GB, LPDDR5X",1000GB PCIe NVMe 4.0,AMD Radeon Graphics,"14"", 2880 x 1800px, 120Hz",Windows 11 Home,
"Laptop MICROSOFT Surface Laptop Copilot+ PC 13.8"" Snapdragon X Elite 16GB RAM 1TB SSD Windows 11 Home","6 879
00
zł",ediaexpert,Qualcomm Snapdragon X Elite,"16GB, LPDDR5X",1000GB PCIe NVMe,Qualcomm Adreno,"13.8"", 2304 x 1536px, Matryca PixelSense Flow, 120Hz, Ekran dotykowy",Windows 11 Home,
"Laptop DELL XPS 9340-7623 13.4"" Ultra 5-125H 16GB RAM 512GB SSD Windows 11 Professional","7 799
00
zł",ediaexpert,Intel Core Ultra 5-125H,"16GB, LPDDR5X, 7467MHz",512GB PCIe NVMe 4.0,Intel Arc Graphics,"13.4"", 1920 x 1200px, Matryca WVA, W-LED, 120Hz",Windows 11 Professional,
"Laptop DELL G16 7630-5115 16"" 240Hz i9-13900HX 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Linux","9 599
99
zł",ediaexpert,Intel Core i9-13900HX,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca WVA, LED, 240Hz",Linux,
"Laptop DELL G15 5535-0160 15.6"" R5-7640HS 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home","4 499
00
zł",ediaexpert,AMD Ryzen 5 7640HS,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 3050 + AMD Radeon 760M,"15.6"", 1920 x 1080px, Matryca WVA, 120Hz",Windows 11 Home,
"Laptop DELL Inspiron 3520-2062 15.6"" IPS i3-1215U 8GB RAM 512GB SSD Windows 11 Home","1 949
00
zł",ediaexpert,Intel Core i3-1215U,"8GB, DDR4, 2666MHz",512GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 120Hz",Windows 11 Home,
"Laptop DELL Inspiron 5440-7425 14"" Core 5 120U 16GB RAM 1TB SSD Windows 11 Professional","3 997
00
zł",ediaexpert,Intel Core 5 120U,"16GB, DDR5, 5200MHz",1000GB PCIe NVMe 4.0 x4,Intel Graphics,"14"", 1920 x 1200px, Matryca WVA, LED, 60Hz",Windows 11 Professional,
"Laptop DELL Inspiron 5440-2826 14"" Core 5 120U 16GB RAM 1TB SSD Windows 11 Home","3 892
58
zł",ediaexpert,Intel Core 5 120U,"16GB, DDR5, 5200MHz",1000GB PCIe NVMe 4.0 x4,Intel Graphics,"14"", 1920 x 1200px, Matryca WVA, LED, 60Hz",Windows 11 Home,
"Laptop DELL Inspiron Plus 7440-2734 14"" Ultra 5-125H 16GB RAM 512GB SSD Windows 11 Professional","4 599
00
zł",ediaexpert,Intel Core Ultra 5-125H,"16GB, LPDDR5X, 6400MHz",512GB PCIe NVMe 4.0 x4,Intel Arc Graphics,"14"", 2240 x 1400px, Matryca WVA, LED, 60Hz",Windows 11 Professional,
"Laptop LENOVO LOQ 15IAX9 15.6"" IPS 144Hz i5-12450HX 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home","4 999
98
zł",ediaexpert,Intel Core i5-12450HX,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop DREAMMACHINES RG4060-15PL46 15.6"" 144Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3","6 899
99
zł",ediaexpert,Intel Core i9-14900HX,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop ACER Swift Go 14 SFG14-73-52RC 14"" IPS Ultra 5-125U 16GB RAM 512GB SSD Windows 11 Home","3 699
98
zł",ediaexpert,Intel Core Ultra 5-125U,"16GB, LPDDR5X",512GB PCIe NVMe,Intel Graphics,"14"", 2240 x 1400px, Matryca IPS",Windows 11 Home,
"Laptop MICROSOFT Surface Laptop Copilot+ PC 15"" Snapdragon X Elite 16GB RAM 256GB SSD Windows 11 Home","6 139
96
zł",ediaexpert,Qualcomm Snapdragon X Elite,"16GB, LPDDR5X",256GB PCIe NVMe,Qualcomm Adreno,"15"", 2496 x 1664px, Matryca PixelSense Flow, 120Hz, Ekran dotykowy",Windows 11 Home,
"Laptop ASUS ZenBook S 13 UX5304MA-NQ011W 13.3"" OLED Ultra 7-155U 32GB RAM 1TB SSD Windows 11 Home","6 185
57
zł",ediaexpert,Intel Core Ultra 7-155U,"32GB, LPDDR5X",1000GB PCIe NVMe 4.0,Intel Graphics,"13.3"", 2880 x 1800px, Matryca OLED, 60Hz",Windows 11 Home,
"Laptop MSI Sword 17 HX B14VGKG-017XPL 17"" IPS 240Hz i7-14700HX 16GB RAM 1TB SSD GeForce RTX4070 DLSS 3","8 199
99
zł",ediaexpert,Intel Core i7-14700HX,"16GB, DDR5, 5600MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"17"", 2560 x 1600px, Matryca IPS, LED, 240Hz",Brak,
"Laptop MSI Prestige 13 AI Evo A1MG-070PL 13.3"" OLED Ultra 7-155H 32GB RAM 1TB SSD Windows 11 Home","5 299
00
zł",ediaexpert,Intel Core Ultra 7-155H,"32GB, LPDDR5, 6400MHz",1000GB PCIe NVMe,Intel Arc Graphics,"13.3"", 2880 x 1800px",Windows 11 Home,
"Laptop ACER TravelMate P2 TMP215-54-53TA 15.6"" IPS i5-1235U 8GB RAM 512GB SSD Windows 11 Professional","2 549
00
zł",ediaexpert,Intel Core i5-1235U,"8GB, DDR4",512GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Professional,
"Laptop APPLE MacBook Air 2024 13.6"" M3 8GB RAM 256GB SSD macOS Północ","5 899
00
zł",ediaexpert,Apple M3,8GB,256GB,Apple M3 (8 rdzeni),"13.6"", 2560 x 1664px, Matryca IPS,Matryca Liquid Retina, LED, 60Hz",macOS Sonoma,
"Laptop ASUS VivoBook 16X M3604YA-MB188W 16"" IPS R5-7530U 16GB RAM 1TB SSD Windows 11 Home","2 699
00
zł",ediaexpert,AMD Ryzen 5 7530U,"16GB, DDR4",1000GB PCIe NVMe 3.0,AMD Radeon Graphics,"16"", 1920 x 1200px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop MSI Stealth 14 AI Studio A1VGG-024PL 14"" OLED Ultra 9-185H 32GB RAM 2TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home","9 999
00
zł",ediaexpert,Intel Core Ultra 9-185H,"32GB, DDR5, 5600MHz",2000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4070 + Intel Arc Graphics,"14"", 2880 x 1800px, 120Hz",Windows 11 Home,
"Laptop ASUS VivoBook 15 X1504ZA-BQ455 15.6"" IPS i5-1235U 16GB RAM 512GB SSD","2 399
98
zł",ediaexpert,Intel Core i5-1235U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS",Brak,
"Laptop HP 250 G9 6S778EA 15.6"" IPS i5-1235U 8GB RAM 512GB SSD","2 199
99
zł",ediaexpert,Intel Core i5-1235U,"8GB, DDR4, 3200MHz",512GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 60Hz",Brak,
